LOYALTY_CARD_#,LIFESTAGE,PREMIUM_CUSTOMER
3243,Older Singles/Couples,Mainstream
3244,Young Families,Premium
3245,Midage Singles/Couples,Premium
3246,Older Singles/Couples,Budget
3247,Midage Singles/Couples,Mainstream
3248,Older Singles/Couples,Premium
3249,Older Singles/Couples,Premium
3250,Young Singles/Couples,Mainstream
3251,Young Singles/Couples,Mainstream
3252,Young Singles/Couples,Mainstream
3253,Young Singles/Couples,Premium
3254,Young Families,Budget
3255,Young Singles/Couples,Mainstream
3256,Older Singles/Couples,Premium
3257,Retirees,Budget
3258,New Families,Mainstream
3259,Retirees,Premium
3260,Retirees,Premium
3261,Older Singles/Couples,Mainstream
3262,Older Families,Budget
3263,Young Singles/Couples,Mainstream
3264,Young Families,Budget
3265,Young Families,Mainstream
3266,Young Singles/Couples,Premium
3267,Young Singles/Couples,Mainstream
3268,Older Families,Budget
3269,Older Singles/Couples,Mainstream
3270,Young Families,Budget
3271,Retirees,Budget
3272,Young Families,Premium
3273,Midage Singles/Couples,Mainstream
3274,Young Singles/Couples,Budget
3275,Older Singles/Couples,Budget
3276,Older Singles/Couples,Budget
3277,Retirees,Budget
3278,Young Singles/Couples,Mainstream
3279,Midage Singles/Couples,Mainstream
3280,Older Singles/Couples,Premium
3282,New Families,Budget
3283,Older Singles/Couples,Premium
3284,Young Families,Budget
3285,Older Singles/Couples,Budget
3286,Retirees,Premium
3287,Midage Singles/Couples,Premium
3288,Midage Singles/Couples,Premium
3289,Older Families,Mainstream
3290,Retirees,Premium
3291,Older Families,Mainstream
3292,Midage Singles/Couples,Premium
3293,Older Singles/Couples,Mainstream
3294,Midage Singles/Couples,Mainstream
3295,Retirees,Mainstream
3296,Older Singles/Couples,Budget
3297,Older Singles/Couples,Premium
3298,Older Families,Budget
3299,Midage Singles/Couples,Mainstream
3300,Retirees,Mainstream
3301,Older Families,Budget
3302,Older Families,Mainstream
3303,Midage Singles/Couples,Premium
3304,Midage Singles/Couples,Mainstream
3305,Young Singles/Couples,Mainstream
3306,Older Families,Premium
3307,Older Families,Mainstream
3308,Older Singles/Couples,Mainstream
3309,Young Families,Premium
3310,Young Singles/Couples,Mainstream
3311,Young Singles/Couples,Budget
3312,Older Singles/Couples,Mainstream
3313,Older Families,Budget
3314,Older Families,Budget
3315,Older Families,Premium
3316,Young Singles/Couples,Mainstream
3317,Older Singles/Couples,Premium
3318,Retirees,Mainstream
3319,Retirees,Budget
3320,Midage Singles/Couples,Mainstream
3322,Retirees,Mainstream
3323,Retirees,Mainstream
3324,Young Singles/Couples,Budget
3325,Older Singles/Couples,Mainstream
3326,Midage Singles/Couples,Budget
3327,Older Singles/Couples,Premium
3328,Young Families,Premium
3329,Young Singles/Couples,Mainstream
3330,Young Singles/Couples,Premium
3331,Young Singles/Couples,Mainstream
3332,Retirees,Premium
3333,Older Families,Mainstream
3334,Older Singles/Couples,Mainstream
3335,New Families,Budget
3336,Young Singles/Couples,Mainstream
3337,Young Singles/Couples,Mainstream
3338,Young Singles/Couples,Mainstream
3339,Young Singles/Couples,Mainstream
3340,Older Singles/Couples,Budget
3341,Young Singles/Couples,Mainstream
3342,Older Families,Budget
3343,Midage Singles/Couples,Mainstream
3344,Young Families,Mainstream
3345,Older Singles/Couples,Budget
3346,Young Families,Mainstream
3347,Older Families,Mainstream
3348,Older Families,Budget
3349,Midage Singles/Couples,Budget
3350,Young Families,Budget
3351,Retirees,Mainstream
3352,Older Singles/Couples,Budget
3353,Young Families,Budget
3354,Young Singles/Couples,Mainstream
3355,Older Families,Budget
3356,Retirees,Budget
3357,Older Families,Budget
3358,Older Singles/Couples,Budget
3359,Young Singles/Couples,Mainstream
3360,Older Singles/Couples,Budget
3361,New Families,Budget
3362,Older Singles/Couples,Mainstream
3363,Retirees,Mainstream
3364,Young Families,Mainstream
3365,Older Singles/Couples,Budget
3366,Retirees,Premium
3367,Older Singles/Couples,Budget
4000,Young Singles/Couples,Mainstream
4001,Young Singles/Couples,Mainstream
4002,Young Singles/Couples,Mainstream
4003,Older Families,Mainstream
4004,Retirees,Budget
4005,Older Families,Budget
4006,Retirees,Mainstream
4007,Young Families,Premium
4008,Young Families,Mainstream
4009,Young Singles/Couples,Mainstream
4010,Midage Singles/Couples,Mainstream
4011,New Families,Mainstream
4012,Young Singles/Couples,Mainstream
4013,Retirees,Premium
4014,Older Singles/Couples,Mainstream
4015,Older Families,Mainstream
4016,Midage Singles/Couples,Budget
4017,Midage Singles/Couples,Premium
4018,Young Families,Budget
4019,Retirees,Budget
4020,Young Singles/Couples,Mainstream
4021,Older Singles/Couples,Premium
4022,Older Singles/Couples,Premium
4023,Young Singles/Couples,Mainstream
4024,New Families,Budget
4025,Young Families,Budget
4026,Older Singles/Couples,Mainstream
4027,New Families,Mainstream
4028,Retirees,Mainstream
4029,Retirees,Mainstream
4030,Older Families,Budget
4031,Young Singles/Couples,Mainstream
4032,Young Families,Mainstream
4033,Retirees,Budget
4034,Midage Singles/Couples,Mainstream
4035,Retirees,Budget
4036,Retirees,Budget
4037,Retirees,Mainstream
4038,Older Singles/Couples,Premium
4039,Retirees,Mainstream
4040,Young Singles/Couples,Mainstream
4041,Retirees,Budget
4042,Older Singles/Couples,Mainstream
4043,Older Singles/Couples,Premium
4044,New Families,Mainstream
4045,Young Singles/Couples,Mainstream
4046,Older Families,Mainstream
4047,Older Singles/Couples,Premium
4048,Older Families,Budget
4049,Midage Singles/Couples,Premium
4050,Older Singles/Couples,Premium
4051,Retirees,Budget
4052,Retirees,Premium
4053,Older Families,Premium
4054,Midage Singles/Couples,Mainstream
4055,Older Singles/Couples,Premium
4056,New Families,Premium
4057,Older Singles/Couples,Mainstream
4058,Young Singles/Couples,Mainstream
4059,Midage Singles/Couples,Premium
4060,Young Families,Budget
4061,Older Singles/Couples,Mainstream
4062,Older Singles/Couples,Budget
4063,Midage Singles/Couples,Mainstream
4064,Young Families,Budget
4065,Retirees,Premium
4066,Older Families,Mainstream
4067,Retirees,Premium
4068,Midage Singles/Couples,Mainstream
4069,Retirees,Mainstream
4070,Retirees,Mainstream
4071,Young Families,Mainstream
4072,Midage Singles/Couples,Budget
4073,Retirees,Premium
4074,Midage Singles/Couples,Budget
4075,Young Families,Mainstream
4076,Retirees,Mainstream
4077,Retirees,Mainstream
4078,Retirees,Premium
4079,Older Singles/Couples,Budget
4080,Retirees,Budget
4081,Young Singles/Couples,Mainstream
4082,Young Singles/Couples,Mainstream
4083,Young Singles/Couples,Mainstream
4084,New Families,Mainstream
4085,Older Singles/Couples,Budget
4086,Older Families,Budget
4087,Older Families,Mainstream
4088,Older Singles/Couples,Premium
4089,Older Singles/Couples,Premium
4090,Young Families,Budget
4091,Young Families,Budget
4092,Older Singles/Couples,Premium
4093,Older Singles/Couples,Budget
4094,Older Singles/Couples,Budget
4095,Retirees,Budget
4096,Older Families,Budget
4097,Young Singles/Couples,Mainstream
4098,Retirees,Budget
4099,Older Singles/Couples,Premium
4100,Older Singles/Couples,Premium
4101,Older Singles/Couples,Budget
4102,Retirees,Mainstream
4103,Young Families,Budget
4104,Retirees,Premium
4105,Young Singles/Couples,Mainstream
4106,Midage Singles/Couples,Budget
4107,Retirees,Mainstream
4108,New Families,Mainstream
4109,Young Singles/Couples,Budget
4110,Young Singles/Couples,Mainstream
4111,Midage Singles/Couples,Mainstream
4112,Older Singles/Couples,Premium
4113,Older Singles/Couples,Premium
4114,New Families,Premium
4115,Retirees,Mainstream
4116,Young Singles/Couples,Premium
4117,Retirees,Mainstream
4118,Young Singles/Couples,Mainstream
4119,Retirees,Mainstream
4120,Midage Singles/Couples,Mainstream
4121,Older Singles/Couples,Budget
4122,Older Families,Budget
4123,Midage Singles/Couples,Mainstream
4124,Older Families,Mainstream
4125,Midage Singles/Couples,Mainstream
4126,Retirees,Premium
4127,Young Families,Mainstream
4128,Older Singles/Couples,Mainstream
4129,New Families,Mainstream
4130,Older Singles/Couples,Premium
4131,Older Families,Premium
4132,Older Singles/Couples,Mainstream
4133,Retirees,Premium
4134,Young Families,Mainstream
4135,Older Singles/Couples,Premium
4136,Retirees,Budget
4137,Retirees,Mainstream
4138,Midage Singles/Couples,Premium
4139,Young Singles/Couples,Mainstream
4140,Older Singles/Couples,Mainstream
4141,Retirees,Premium
4142,Older Singles/Couples,Mainstream
4143,Older Families,Mainstream
4144,Retirees,Premium
4145,Older Singles/Couples,Mainstream
4146,Older Families,Budget
4147,Retirees,Budget
4148,Older Singles/Couples,Budget
4149,Midage Singles/Couples,Budget
4150,Older Singles/Couples,Premium
4151,Older Singles/Couples,Budget
4152,Midage Singles/Couples,Mainstream
4153,Retirees,Mainstream
4154,Older Families,Premium
4155,New Families,Mainstream
4156,Older Families,Premium
4157,Young Families,Budget
4158,Retirees,Mainstream
4159,Young Singles/Couples,Budget
4160,Young Families,Budget
4161,Midage Singles/Couples,Premium
4162,Young Families,Budget
4163,Older Families,Budget
4164,Young Families,Mainstream
4165,Young Singles/Couples,Mainstream
4166,New Families,Premium
4167,Older Families,Budget
4168,Young Singles/Couples,Budget
4169,Older Families,Premium
4170,Midage Singles/Couples,Premium
4171,Retirees,Budget
4172,Young Singles/Couples,Mainstream
4173,Older Singles/Couples,Mainstream
4174,Young Families,Budget
4175,Midage Singles/Couples,Premium
4176,Retirees,Mainstream
4177,Older Families,Mainstream
4178,Older Families,Budget
4179,Retirees,Premium
4180,Retirees,Premium
4181,Young Singles/Couples,Mainstream
4182,Young Singles/Couples,Mainstream
4183,Older Singles/Couples,Mainstream
4184,Young Families,Budget
4185,Retirees,Mainstream
4186,Retirees,Premium
4187,Midage Singles/Couples,Mainstream
4188,Older Singles/Couples,Budget
4189,Young Singles/Couples,Budget
4190,Young Singles/Couples,Budget
4191,Retirees,Budget
4192,Older Singles/Couples,Mainstream
4193,Retirees,Mainstream
4194,Young Families,Mainstream
4195,Retirees,Premium
4196,Midage Singles/Couples,Budget
4197,Older Singles/Couples,Budget
4198,Older Singles/Couples,Budget
4199,Retirees,Mainstream
4200,Older Singles/Couples,Premium
4201,Older Singles/Couples,Mainstream
4202,Retirees,Budget
4203,Midage Singles/Couples,Premium
4204,Older Singles/Couples,Budget
4205,Young Families,Budget
4206,Older Singles/Couples,Budget
4207,Older Singles/Couples,Mainstream
4208,Older Singles/Couples,Mainstream
4209,Young Singles/Couples,Mainstream
4210,Midage Singles/Couples,Mainstream
4211,New Families,Budget
4212,Older Singles/Couples,Mainstream
4213,Older Families,Mainstream
4214,Retirees,Mainstream
4215,Young Families,Budget
4216,Retirees,Premium
4217,Retirees,Budget
4218,Older Singles/Couples,Mainstream
4219,Older Singles/Couples,Budget
4220,Retirees,Mainstream
4221,Older Families,Mainstream
4222,Young Families,Budget
4223,New Families,Premium
4225,Midage Singles/Couples,Mainstream
4226,Older Singles/Couples,Mainstream
4227,Retirees,Mainstream
4228,Retirees,Budget
4229,Midage Singles/Couples,Premium
4230,Older Singles/Couples,Mainstream
4231,Retirees,Mainstream
4232,Midage Singles/Couples,Premium
4233,Older Families,Mainstream
4234,Older Families,Premium
4235,Older Singles/Couples,Premium
4236,Older Families,Budget
4237,Older Singles/Couples,Budget
4238,Older Families,Mainstream
4239,Retirees,Mainstream
4240,Young Families,Premium
4241,New Families,Premium
4242,New Families,Budget
4243,Older Singles/Couples,Premium
4244,Older Families,Budget
4245,Young Families,Budget
4246,Young Singles/Couples,Mainstream
4247,Midage Singles/Couples,Premium
4248,Older Families,Budget
4249,Retirees,Mainstream
4250,Retirees,Budget
4251,Young Singles/Couples,Mainstream
4252,Retirees,Budget
4253,Retirees,Premium
4254,Midage Singles/Couples,Mainstream
4255,Retirees,Mainstream
4256,Older Families,Budget
4257,Older Singles/Couples,Premium
4258,Older Singles/Couples,Budget
4259,Young Families,Mainstream
4260,Retirees,Budget
4261,Young Singles/Couples,Mainstream
4262,Older Families,Budget
4263,Older Families,Mainstream
4264,Midage Singles/Couples,Mainstream
4265,Older Singles/Couples,Budget
4266,Older Singles/Couples,Premium
4267,Older Singles/Couples,Mainstream
4268,Older Singles/Couples,Premium
4269,Midage Singles/Couples,Premium
4270,Retirees,Budget
4271,Retirees,Premium
4272,Older Singles/Couples,Mainstream
4273,Young Singles/Couples,Budget
4274,Retirees,Mainstream
4275,New Families,Mainstream
4276,Older Singles/Couples,Premium
4277,Retirees,Mainstream
4278,Young Singles/Couples,Mainstream
4279,Older Singles/Couples,Mainstream
4280,Young Families,Budget
4281,Retirees,Premium
4282,Retirees,Premium
4283,Older Families,Premium
4284,Young Singles/Couples,Premium
4285,Older Families,Budget
4286,Retirees,Premium
4287,Older Singles/Couples,Mainstream
4288,Retirees,Mainstream
4289,Midage Singles/Couples,Mainstream
4291,Midage Singles/Couples,Mainstream
4292,Young Families,Mainstream
4293,Retirees,Mainstream
4294,Retirees,Mainstream
4295,Retirees,Premium
4296,Young Singles/Couples,Budget
4297,Retirees,Budget
4298,New Families,Mainstream
4299,Young Families,Premium
4300,Older Singles/Couples,Mainstream
4301,Young Singles/Couples,Mainstream
4302,Retirees,Budget
4303,Older Singles/Couples,Premium
4304,Young Families,Mainstream
4305,Midage Singles/Couples,Premium
4306,Retirees,Mainstream
4307,Young Singles/Couples,Mainstream
4308,Older Singles/Couples,Budget
4309,Older Families,Budget
4310,Young Families,Budget
4311,Retirees,Mainstream
4312,Young Families,Mainstream
4313,Young Singles/Couples,Mainstream
4314,New Families,Premium
4315,Young Singles/Couples,Mainstream
4316,Older Families,Budget
4317,Young Families,Premium
4318,Young Families,Budget
4319,Older Singles/Couples,Mainstream
4320,Young Singles/Couples,Mainstream
4321,Older Families,Mainstream
4322,Retirees,Budget
4323,Retirees,Budget
4324,Young Families,Mainstream
4325,Older Singles/Couples,Premium
4326,Retirees,Budget
4327,Young Singles/Couples,Budget
4328,Older Singles/Couples,Mainstream
4329,Midage Singles/Couples,Premium
4330,Retirees,Mainstream
4331,Young Singles/Couples,Premium
4332,Young Families,Budget
4333,Midage Singles/Couples,Mainstream
4334,Older Singles/Couples,Premium
4335,Older Singles/Couples,Budget
4336,Young Families,Mainstream
4337,New Families,Budget
4338,Young Families,Mainstream
4339,Older Singles/Couples,Premium
4340,Older Singles/Couples,Premium
4341,Retirees,Budget
4342,Midage Singles/Couples,Premium
4343,Retirees,Premium
4344,Young Singles/Couples,Mainstream
4345,Young Singles/Couples,Mainstream
4346,Older Singles/Couples,Mainstream
4347,Young Families,Budget
4348,Midage Singles/Couples,Mainstream
4349,Retirees,Budget
4350,Retirees,Budget
4351,Retirees,Premium
4352,Older Singles/Couples,Mainstream
4353,Young Singles/Couples,Mainstream
4354,Older Singles/Couples,Mainstream
4355,Older Families,Premium
4356,Retirees,Mainstream
4357,Retirees,Mainstream
4358,Older Singles/Couples,Budget
4359,Older Singles/Couples,Mainstream
4360,Retirees,Budget
4361,Older Families,Budget
4362,Retirees,Mainstream
4363,Midage Singles/Couples,Budget
4364,Young Families,Budget
4365,Young Singles/Couples,Premium
4366,Young Singles/Couples,Mainstream
4367,Young Singles/Couples,Mainstream
4368,Older Singles/Couples,Budget
4369,Young Families,Premium
4370,Older Singles/Couples,Premium
4371,Midage Singles/Couples,Budget
4372,Older Families,Budget
4373,Young Singles/Couples,Budget
4374,Retirees,Mainstream
4375,Older Singles/Couples,Mainstream
